date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:15:59	1851/1851	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/css/143c5456ac915b82e513911669601b34.css?ver=da8ae	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/css/143c5456ac915b82e513911669601b3442d7.css	(from https://vietsonvn.com/)
01:16:00	5870/5870	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/css/a06ef3932f12761c579e8df6e50da9ba.css?ver=fed74	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/css/a06ef3932f12761c579e8df6e50da9ba826d.css	(from https://vietsonvn.com/)
01:16:01	57618/57618	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/css/01c1d4e8efcedbfe28aa281689ac8c48.css?ver=b4121	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/css/01c1d4e8efcedbfe28aa281689ac8c482aae.css	(from https://vietsonvn.com/)
01:16:02	59046/59046	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/css/b9282dde257920b45cf24bb4f392d96a.css?ver=77749	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/css/b9282dde257920b45cf24bb4f392d96a8817.css	(from https://vietsonvn.com/)
01:16:03	740/740	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a1996a0ab37364e12c2609267e043b98%22	https://vietsonvn.com/comments/feed/	/home/dieu/websites/commerce_web/vietsonvn.com/comments/feed/index.html	(from https://vietsonvn.com/)
01:16:03	600/600	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/css/3927387c2ba2260d3a70087cc7db7926.css?ver=690da	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/css/3927387c2ba2260d3a70087cc7db792652eb.css	(from https://vietsonvn.com/)
01:16:04	135321/135321	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/css/2951cec666322bfca52332525c5f6cb3.css?ver=d7547	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/css/2951cec666322bfca52332525c5f6cb30040.css	(from https://vietsonvn.com/)
01:16:05	22084/22084	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/css/f26da1822dc5e6324b68c193f999c2b0.css?ver=0c570	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/css/f26da1822dc5e6324b68c193f999c2b07e22.css	(from https://vietsonvn.com/)
01:16:06	8512/8512	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/css/7764930ee6c5ef08922e09692927d0d4.css?ver=40e8a	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/css/7764930ee6c5ef08922e09692927d0d44040.css	(from https://vietsonvn.com/)
01:16:07	89496/89496	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20May%202021%2009:44:36%20GMT	https://vietsonvn.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	/home/dieu/websites/commerce_web/vietsonvn.com/wp-includes/js/jquery/jquery.min9d52.js	(from https://vietsonvn.com/)
01:16:08	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/js/63ccda46316fc1c7e86c7483979f541c.js?ver=f62f0	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/js/63ccda46316fc1c7e86c7483979f541c3bb0.js	(from https://vietsonvn.com/)
01:16:09	4961/4961	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/js/5c3ed4883f25968b52e699c8440bbc59.js?ver=03d12	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/js/5c3ed4883f25968b52e699c8440bbc598ac8.js	(from https://vietsonvn.com/)
01:16:10	185/185	---M--	200	added ('OK')	application/javascript	date:Tue,%2014%20Feb%202023%2017:51:59%20GMT	https://vietsonvn.com/wp-content/litespeed/js/449f88bb03fda792a80ccb69d179d429.js?ver=c43bc	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/litespeed/js/449f88bb03fda792a80ccb69d179d4297329.js	(from https://vietsonvn.com/)
01:16:13	140121/140121	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:16:12%20GMT	https://vietsonvn.com/wp-json/wp/v2/pages/2617	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/wp/v2/pages/2617.json	(from https://vietsonvn.com/)
01:16:13	921618/921618	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:16:13%20GMT	https://vietsonvn.com/wp-json/	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/index.html	(from https://vietsonvn.com/)
01:16:13	792/792	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202023%2018:16:14%20GMT	https://vietsonvn.com/xmlrpc.php?rsd	/home/dieu/websites/commerce_web/vietsonvn.com/xmlrpc0db0.php	(from https://vietsonvn.com/)
01:16:14	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://vietsonvn.com/wp-includes/wlwmanifest.xml	/home/dieu/websites/commerce_web/vietsonvn.com/wp-includes/wlwmanifest.xml	(from https://vietsonvn.com/)
01:16:15	2647/2647	---M--	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:16:15%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2F	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embedc03e.json	(from https://vietsonvn.com/)
01:16:16	2781/2781	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202023%2018:16:16%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2F&format=xml	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embed4622	(from https://vietsonvn.com/)
01:16:18	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1/webfont.js	/home/dieu/websites/commerce_web/ajax.googleapis.com/ajax/libs/webfont/1/webfont.js	(from https://vietsonvn.com/)
01:16:18	1195/1195	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2009:01:43%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/cropped-Logo-Viet-Son-Vuong-32x32.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/cropped-Logo-Viet-Son-Vuong-32x32.png	(from https://vietsonvn.com/)
01:16:19	10067/10067	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2009:02:04%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/cropped-Logo-Viet-Son-Vuong-192x192.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/cropped-Logo-Viet-Son-Vuong-192x192.png	(from https://vietsonvn.com/)
01:16:20	15375/15375	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2009:02:02%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/cropped-Logo-Viet-Son-Vuong-180x180.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/cropped-Logo-Viet-Son-Vuong-180x180.png	(from https://vietsonvn.com/)
01:16:21	12934/12934	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202019%2001:34:48%20GMT	https://vietsonvn.com/wp-content/uploads/2019/06/logo-hitachi-vietson.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/06/logo-hitachi-vietson.png	(from https://vietsonvn.com/)
01:16:23	263430/263430	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Dec%202022%2003:01:03%20GMT	https://vietsonvn.com/wp-content/uploads/2022/12/1.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2022/12/1.png	(from https://vietsonvn.com/)
01:16:23	91163/91163	---M-Z	200	added ('OK')	text/html	etag:%229973-1676116000;gz%22	https://vietsonvn.com/gioi-thieu-viet-son/lich-su-hinh-thanh/	/home/dieu/websites/commerce_web/vietsonvn.com/gioi-thieu-viet-son/lich-su-hinh-thanh/index.html	(from https://vietsonvn.com/)
01:16:23	87043/87043	---M-Z	200	added ('OK')	text/html	etag:%229845-1676016085;gz%22	https://vietsonvn.com/gioi-thieu-viet-son/	/home/dieu/websites/commerce_web/vietsonvn.com/gioi-thieu-viet-son/index.html	(from https://vietsonvn.com/)
01:16:23	70806/70806	---M-Z	200	added ('OK')	text/html	etag:%229947-1676084554;gz%22	https://vietsonvn.com/gioi-thieu-viet-son/doi-tac/	/home/dieu/websites/commerce_web/vietsonvn.com/gioi-thieu-viet-son/doi-tac/index.html	(from https://vietsonvn.com/)
01:16:24	137907/137907	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202019%2006:22:43%20GMT	https://vietsonvn.com/wp-content/uploads/2019/06/may-nen-khi-hitachi-khong-dau.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/06/may-nen-khi-hitachi-khong-dau.png	(from https://vietsonvn.com/)
01:16:25	93202/93202	---MCZ	200	added ('OK')	text/html	etag:%229861-1676021267;gz%22	https://vietsonvn.com/may-nen-khi-hitachi/may-nen-khi-truc-vit/	/home/dieu/websites/commerce_web/vietsonvn.com/may-nen-khi-hitachi/may-nen-khi-truc-vit/index.html	(from https://vietsonvn.com/)
01:16:25	74760/74760	---M-Z	200	added ('OK')	text/html	etag:%229879-1676030214;gz%22	https://vietsonvn.com/gioi-thieu-viet-son/doi-ngu-nhan-su/	/home/dieu/websites/commerce_web/vietsonvn.com/gioi-thieu-viet-son/doi-ngu-nhan-su/index.html	(from https://vietsonvn.com/)
01:16:25	147746/147746	---MCZ	200	added ('OK')	text/html	etag:%229913-1676045057;gz%22	https://vietsonvn.com/may-nen-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/may-nen-khi/index.html	(from https://vietsonvn.com/)
01:16:25	108561/108561	---MCZ	200	added ('OK')	text/html	etag:%229856-1676017672;gz%22	https://vietsonvn.com/may-nen-khi-hitachi/	/home/dieu/websites/commerce_web/vietsonvn.com/may-nen-khi-hitachi/index.html	(from https://vietsonvn.com/)
01:16:27	79740/79740	---M-Z	200	added ('OK')	text/html	etag:%229881-1676030443;gz%22	https://vietsonvn.com/may-nen-khi-hitachi/may-nen-khi-piston-bebicon/	/home/dieu/websites/commerce_web/vietsonvn.com/may-nen-khi-hitachi/may-nen-khi-piston-bebicon/index.html	(from https://vietsonvn.com/)
01:16:27	77961/77961	---M-Z	200	added ('OK')	text/html	etag:%229974-1676116007;gz%22	https://vietsonvn.com/may-nen-khi-hitachi/may-nen-khi-truc-xoan/	/home/dieu/websites/commerce_web/vietsonvn.com/may-nen-khi-hitachi/may-nen-khi-truc-xoan/index.html	(from https://vietsonvn.com/)
01:16:27	75982/75982	---M-Z	200	added ('OK')	text/html	etag:%229975-1676116010;gz%22	https://vietsonvn.com/may-nen-khi-cao-ap-hertz/	/home/dieu/websites/commerce_web/vietsonvn.com/may-nen-khi-cao-ap-hertz/index.html	(from https://vietsonvn.com/)
01:16:27	354691/354691	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Sep%202019%2003:35:34%20GMT	https://vietsonvn.com/wp-content/uploads/2019/09/%c4%90%e1%bb%99ng-c%c6%a1-nam-ch%c3%a2m-v%c4%a9nh-c%e1%bb%adu.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/09/%c4%90%e1%bb%99ng-c%c6%a1-nam-ch%c3%a2m-v%c4%a9nh-c%e1%bb%adu.png	(from https://vietsonvn.com/)
01:16:28	140264/140264	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202019%2006:22:22%20GMT	https://vietsonvn.com/wp-content/uploads/2019/06/May-cao-ap-hertz.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/06/May-cao-ap-hertz.png	(from https://vietsonvn.com/)
01:16:29	78004/78004	---M-Z	200	added ('OK')	text/html	etag:%229976-1676116012;gz%22	https://vietsonvn.com/may-tao-khi-nito/	/home/dieu/websites/commerce_web/vietsonvn.com/may-tao-khi-nito/index.html	(from https://vietsonvn.com/)
01:16:29	102918/102918	---M-Z	200	added ('OK')	text/html	etag:%229977-1676116014;gz%22	https://vietsonvn.com/san-pham/may-tao-khi-nito-psi/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham/may-tao-khi-nito-psi/index.html	(from https://vietsonvn.com/)
01:16:29	103376/103376	---M-Z	200	added ('OK')	text/html	etag:%229978-1676116016;gz%22	https://vietsonvn.com/san-pham/may-tao-khi-nito-hitachi/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham/may-tao-khi-nito-hitachi/index.html	(from https://vietsonvn.com/)
01:16:29	99682/99682	---MCZ	200	added ('OK')	text/html	etag:%229950-1676088390;gz%22	https://vietsonvn.com/may-say-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/may-say-khi/index.html	(from https://vietsonvn.com/)
01:16:30	83062/83062	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202019%2006:23:03%20GMT	https://vietsonvn.com/wp-content/uploads/2019/06/May-tao-khi-nito-nano.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/06/May-tao-khi-nito-nano.png	(from https://vietsonvn.com/)
01:16:31	93463/93463	---MCZ	200	added ('OK')	text/html	etag:%229925-1676052573;gz%22	https://vietsonvn.com/may-say-khi-psi/	/home/dieu/websites/commerce_web/vietsonvn.com/may-say-khi-psi/index.html	(from https://vietsonvn.com/)
01:16:31	69190/69190	---M-Z	200	added ('OK')	text/html	etag:%229698-1675874074;gz%22	https://vietsonvn.com/product-category/may-bien-ap-hitachi-abb/	/home/dieu/websites/commerce_web/vietsonvn.com/product-category/may-bien-ap-hitachi-abb/index.html	(from https://vietsonvn.com/)
01:16:31	87514/87514	---M-Z	200	added ('OK')	text/html	etag:%229979-1676116021;gz%22	https://vietsonvn.com/may-say-khi/may-say-khi-orion/	/home/dieu/websites/commerce_web/vietsonvn.com/may-say-khi/may-say-khi-orion/index.html	(from https://vietsonvn.com/)
01:16:31	75658/75658	---M-Z	200	added ('OK')	text/html	etag:%229980-1676116024;gz%22	https://vietsonvn.com/may-nen-khi-khac/	/home/dieu/websites/commerce_web/vietsonvn.com/may-nen-khi-khac/index.html	(from https://vietsonvn.com/)
01:16:32	111978/111978	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202019%2006:23:39%20GMT	https://vietsonvn.com/wp-content/uploads/2019/06/May-say-khi-orion.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/06/May-say-khi-orion.png	(from https://vietsonvn.com/)
01:16:33	97516/97516	---M-Z	200	added ('OK')	text/html	etag:%2210226-1676265152;gz%22	https://vietsonvn.com/dich_vu/cho-thue-may-nen-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/dich_vu/cho-thue-may-nen-khi/index.html	(from https://vietsonvn.com/)
01:16:33	187819/187819	---M-Z	200	added ('OK')	text/html	etag:%229883-1676030824;gz%22	https://vietsonvn.com/du-an-may-nen-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/du-an-may-nen-khi/index.html	(from https://vietsonvn.com/)
01:16:33	78216/78216	---M-Z	200	added ('OK')	text/html	etag:%229981-1676116026;gz%22	https://vietsonvn.com/dich-vu-may-nen-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/dich-vu-may-nen-khi/index.html	(from https://vietsonvn.com/)
01:16:33	76755/76755	---M-Z	200	added ('OK')	text/html	etag:%229982-1676116031;gz%22	https://vietsonvn.com/hoat-dong/	/home/dieu/websites/commerce_web/vietsonvn.com/hoat-dong/index.html	(from https://vietsonvn.com/)
01:16:35	224484/224484	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Dec%202022%2008:50:49%20GMT	https://vietsonvn.com/wp-content/uploads/2022/12/VS-Banner-6.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2022/12/VS-Banner-6.png	(from https://vietsonvn.com/)
01:16:35	77230/77230	---M-Z	200	added ('OK')	text/html	etag:%229983-1676116032;gz%22	https://vietsonvn.com/ho-tro-may-nen-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/ho-tro-may-nen-khi/index.html	(from https://vietsonvn.com/)
01:16:35	73753/73753	---MCZ	200	added ('OK')	text/html	etag:%229941-1676069040;gz%22	https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/	/home/dieu/websites/commerce_web/vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/index.html	(from https://vietsonvn.com/)
01:16:35	73187/73187	---M-Z	200	added ('OK')	text/html	etag:%229984-1676116034;gz%22	https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/	/home/dieu/websites/commerce_web/vietsonvn.com/ho-tro-may-nen-khi-khong-dau/index.html	(from https://vietsonvn.com/)
01:16:37	206603/206603	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Dec%202022%2003:09:42%20GMT	https://vietsonvn.com/wp-content/uploads/2022/12/Logo15nam.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2022/12/Logo15nam.png	(from https://vietsonvn.com/)
01:16:37	72798/72798	---M-Z	200	added ('OK')	text/html	etag:%229985-1676116038;gz%22	https://vietsonvn.com/ho-tro-may-nen-khi-truc-xoan-hitachi/	/home/dieu/websites/commerce_web/vietsonvn.com/ho-tro-may-nen-khi-truc-xoan-hitachi/index.html	(from https://vietsonvn.com/)
01:16:37	69977/69977	---M-Z	200	added ('OK')	text/html	etag:%229986-1676116040;gz%22	https://vietsonvn.com/ho-tro-may-say-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/ho-tro-may-say-khi/index.html	(from https://vietsonvn.com/)
01:16:37	77899/77899	---M-Z	200	added ('OK')	text/html	etag:%229987-1676116042;gz%22	https://vietsonvn.com/lien-he/	/home/dieu/websites/commerce_web/vietsonvn.com/lien-he/index.html	(from https://vietsonvn.com/)
01:16:38	39682/39682	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Jul%202019%2016:10:38%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/BBC-OIL-FREE-1-200x240.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/BBC-OIL-FREE-1-200x240.png	(from https://vietsonvn.com/)
01:16:40	226611/226611	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202019%2007:36:32%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/BBC-OIL-FREE-2.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/BBC-OIL-FREE-2.png	(from https://vietsonvn.com/)
01:16:40	69277/69277	---M-Z	200	added ('OK')	text/html	etag:%2210225-1676265094;gz%22	https://vietsonvn.com/san-pham-tag/may-nen-khi-ngam-dau/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham-tag/may-nen-khi-ngam-dau/index.html	(from https://vietsonvn.com/)
01:16:40	106242/106242	---M-Z	200	added ('OK')	text/html	etag:%229885-1676030829;gz%22	https://vietsonvn.com/san-pham/may-nen-khi-piston-bebicon-khong-dau/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham/may-nen-khi-piston-bebicon-khong-dau/index.html	(from https://vietsonvn.com/)
01:16:40	81432/81432	---MCZ	200	added ('OK')	text/html	etag:%229688-1675864495;gz%22	https://vietsonvn.com/san-pham-tag/may-nen-khi-khong-dau/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham-tag/may-nen-khi-khong-dau/index.html	(from https://vietsonvn.com/)
01:16:41	33922/33922	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Jul%202019%2016:12:32%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/dsp-75-two-1-200x240.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/dsp-75-two-1-200x240.png	(from https://vietsonvn.com/)
01:16:42	108764/108764	---M-Z	200	added ('OK')	text/html	etag:%229988-1676116047;gz%22	https://vietsonvn.com/san-pham/may-nen-khi-hitachi-truc-vit-khong-dau-hai-cap-nen-22-120kw/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham/may-nen-khi-hitachi-truc-vit-khong-dau-hai-cap-nen-22-120kw/index.html	(from https://vietsonvn.com/)
01:16:43	138616/138616	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2002:27:19%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/DSP-55-two.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/DSP-55-two.jpg	(from https://vietsonvn.com/)
01:16:43	34531/34531	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Jul%202019%2016:08:20%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/ARX180K-WM-200x240.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/ARX180K-WM-200x240.png	(from https://vietsonvn.com/)
01:16:44	78324/78324	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Mar%202019%2002:58:37%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/ARX120K-WM.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/ARX120K-WM.png	(from https://vietsonvn.com/)
01:16:45	108836/108836	---MCZ	200	added ('OK')	text/html	etag:%229874-1676027135;gz%22	https://vietsonvn.com/san-pham/may-say-khi-tac-nhan-lanh-cong-suat-nho-va-vua/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham/may-say-khi-tac-nhan-lanh-cong-suat-nho-va-vua/index.html	(from https://vietsonvn.com/)
01:16:45	51770/51770	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Mar%202019%2003:03:24%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/SDS-UV-SERIES-WATERMARK.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/SDS-UV-SERIES-WATERMARK.png	(from https://vietsonvn.com/)
01:16:46	104637/104637	---M-Z	200	added ('OK')	text/html	etag:%229921-1676049959;gz%22	https://vietsonvn.com/san-pham/may-nen-khi-hitachi-truc-vit-khong-dau-cong-suat-lon-air-zeus-sds-uv-series-180-440kw-2/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham/may-nen-khi-hitachi-truc-vit-khong-dau-cong-suat-lon-air-zeus-sds-uv-series-180-440kw-2/index.html	(from https://vietsonvn.com/)
01:16:47	262795/262795	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202019%2007:36:56%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/PETmaster.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/PETmaster.png	(from https://vietsonvn.com/)
01:16:47	103039/103039	---MCZ	200	added ('OK')	text/html	etag:%229965-1676101285;gz%22	https://vietsonvn.com/san-pham/may-nen-khi-cao-ap-hertz/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham/may-nen-khi-cao-ap-hertz/index.html	(from https://vietsonvn.com/)
01:16:47	4925/4925	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Mar%202019%2003:44:19%20GMT	https://vietsonvn.com/wp-content/uploads/2019/01/SRL-22.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/01/SRL-22.jpg	(from https://vietsonvn.com/)
01:16:48	109250/109250	---M-Z	200	added ('OK')	text/html	etag:%229865-1676022186;gz%22	https://vietsonvn.com/san-pham/may-nen-khi-hitachi-truc-xoan-1-5-33kw/	/home/dieu/websites/commerce_web/vietsonvn.com/san-pham/may-nen-khi-hitachi-truc-xoan-1-5-33kw/index.html	(from https://vietsonvn.com/)
